category,datetime,headline,id,image,related,source,summary,url
company,2025-08-22 13:41:30,Stock Market Today: Dow Jones Index Rises Ahead Of Big Powell Speech; Nvidia Falls On AI Chip News (Live Coverage),136476309,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"The Dow Jones index rose Friday ahead of Fed Chair Powell's speech. Nvidia stock fell on AI chip news, while Palantir also dropped.",https://finnhub.io/api/news?id=e0f20dd04abda6bce17068f4b17e56a1a8dcc47f435d132d48fde56d027940e5
company,2025-08-22 14:18:49,Apple just indirectly boosted the value of its all-in-one subscription service,136478832,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Apple hiked the price of Apple TV+ earlier this week, the third time it’s done so since 2019.",https://finnhub.io/api/news?id=472c9b6e27318765aa4454bee42e36228b952463214fa850d0eb8520c24ea1c0
company,2025-08-22 14:17:00,Meta Doubles Down on ‘Superintelligence’ Investment. It’s Good News for AI Stocks.,136478814,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Meta Platforms is “investing more and more” into its artificial-intelligence efforts according to chief AI officer Alexandr Wang.,https://finnhub.io/api/news?id=574da7668862eeecb690af573b4e31a3d1517185457513bc7b9f6d0ea9108559
company,2025-08-22 14:00:02,How To Make An Iron Condor Fly With Options On Apple Stock,136476454,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Apple has had some up-and-down price action, and it's a good bet it will go sideways. This could make for an iron condor setup.",https://finnhub.io/api/news?id=7222792f96523088014e91d64f3462b712538e9071a0bb7ac00b2dfdb4c592a0
company,2025-08-22 14:00:00,"Meet the Unstoppable Vanguard ETF With 55% Invested in ""Ten Titans"" Growth Stocks",136476419,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"The Vanguard S&P 500 Growth ETF has especially high weightings in select ""Ten Titans"" stocks.",https://finnhub.io/api/news?id=5ca186cfc0502126d6873ca3ceec89c7428c922342b104a6f94ff4b550759b22
company,2025-08-22 13:49:31,"Meta Hires Another Apple AI Leader Amid Headcount Freeze, Report Says",136476456,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Meta Platforms is reportedly hiring another senior AI executive from Apple for its Meta Superintelligence Labs, where it is moving to freeze headcount.",https://finnhub.io/api/news?id=03aa9b139c6a4ad64e005804e63597136c919603c45a2cd4352e19874da2e23e
company,2025-08-22 13:17:58,What If You’d Invested $500 in Apple Stock Instead of Buying the First iPhone?,136476457,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"The very first iPhone customers got plenty of use and enjoyment out of it, but they might have felt even better if they had invested that money in Apple stock.",https://finnhub.io/api/news?id=be031bbd19fc281a4c21acc193a683e5434e5f7d0d0e24e9ca71c8477134e368
company,2025-08-22 12:44:11,Latest News In Cloud AI - AI-Powered Security Boosts Cloud Protection in New Partnership,136476439,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Radware and EPIC Cloud Company have entered into a Managed Security Service Provider (MSSP) agreement aimed at enhancing cloud application security through AI-powered solutions. This collaboration allows EPIC Cloud to integrate Radware’s advanced security services into their offerings, thereby bolstering protection for cloud-based applications and data. Radware’s service includes a comprehensive security platform featuring web application firewalls, bot management, API protection, and DDoS...",https://finnhub.io/api/news?id=314fd848df66c32f01bc147fc013d5799bff38e4d2c32d3c6a92d1dd11874575
company,2025-08-22 11:46:18,Mark Zuckerberg Halts AI Hiring After Million-Dollar Talent Poaching Sparks Investor Backlash Amid Meta's 'Superintelligence Efforts:' Report,136476459,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Meta Platforms Inc. (NASDAQ:META) has implemented a hiring freeze in its artificial intelligence division following months of aggressive recruitment that included nine-figure compensation packages. Hiring Moratorium Follows Talent War Spending The ...,https://finnhub.io/api/news?id=8392d7b0547d3be92c922c19b5b9bd2c19f89bd4d75b0cad5df90a38cb53c227
company,2025-08-22 11:45:00,Could Uber Become a Trillion-Dollar Company One Day?,136476443,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Uber is quietly becoming one of the most powerful transport infrastructure companies.,https://finnhub.io/api/news?id=1a88598da212691416aa7304d8d80ba3f4a1799f409e0516ddd06f76997742b7
company,2025-08-22 11:12:20,Russia mandates pre-installation of MAX app,136476461,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,The app is designed to integrate with various government services.,https://finnhub.io/api/news?id=ab881b4b983e5a4c86ee13cbc6b2dbcd43f3e5ebe97eabdce44243da948f2b89
company,2025-08-22 10:33:29,"Broadcom's AI Push Gains Speed With Microsoft, Meta, And Apple Pouring Billions Into Data Infrastructure",136476321,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Broadcom Inc. (NASDAQ:AVGO) is riding the artificial intelligence boom as soaring Big Tech investments in data infrastructure fuel demand for its custom chips and networking solutions, propelling the stock to strong year-to-date gains even as the company faces regulatory challenges in Europe. The custom chipmaker has surged 25% year-to-date, outpacing the NASDAQ Composite’s 9% gain, as booming demand for its networking and Application-Specific Integrated Circuit (ASIC) businesses positions the c",https://finnhub.io/api/news?id=b4fc561e1ea668faf67baf1d647f0ee877585164271fb7c5eaa8eda827e5caa6
company,2025-08-22 10:10:52,Investors zero in on Nvidia results as US tech stocks waver,136476450,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"NEW YORK (Reuters) -A wobble in U.S. technology shares has raised the stakes for Nvidia Corp's quarterly results on Wednesday, with earnings from the semiconductor giant posing a crucial test for the scorching AI trade.  The benchmark S&P 500 has pulled back this week from record levels, dragged lower by a roughly 3% drop so far this week in the heavyweight tech sector after a huge run for the group.  Fueled by its dominant artificial intelligence (AI) products, Nvidia's massive share price gains have buoyed both the tech sector and the overall market in recent years.",https://finnhub.io/api/news?id=8e0bae9104c2d5c3445963999e6df31717d9966102ad20374b5d1646d468c1d4
company,2025-08-22 09:55:44,"6 Stocks That Turned $1,000 Initial Investments Into Millions by Mid-2025",136476464,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,These 6 stocks turned modest $1K investments into millions by mid-2025. See which companies delivered massive returns.,https://finnhub.io/api/news?id=066447d8e4c79d6dc79a1f3d956f70e2f43f3a8d059cc46665f961522bf3648d
company,2025-08-22 09:09:03,Should CEO pay be capped? Readers have their say,136476465,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Pay for CEOs at FTSE 100 firms has hit a record high for the third year in a row, raising questions about equity and fairness.",https://finnhub.io/api/news?id=171ce63d87c11410ef52b55c53490aeee7a4389be2ea324c1cfbfa50c06fc116
company,2025-08-22 08:45:00,Do Extreme Concentration And Bad Breadth Signify A Bubble?,136475952,,AAPL,SeekingAlpha,,https://finnhub.io/api/news?id=7157f6bce8ab4cae4100f74e195d5e82876e640cbc5f8436d773bb24af2eee88
company,2025-08-22 08:15:00,BNY Mellon Equity Income Fund Q2 2025 Commentary,136475862,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2158808037/image_2158808037.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,BNY Mellon Equity Income Fund returned -3.31% during the first quarter of 2025. Click here to read more.,https://finnhub.io/api/news?id=49d43786806274bdfd92a192f7ae853e14fd9144cdadf9898889b5496ea6be41
company,2025-08-22 08:13:33,FTSE 100 LIVE: Stocks eke out gains as traders await key Jackson Hole speech from Federal Reserve chair,136476324,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Traders look for comments that could help confirm expectations that a US interest rate cut is on the cards.,https://finnhub.io/api/news?id=86dfe633de7c66a75f0be7a6a3f1d3edf5360d215952aa1d0201f141758d78a4
company,2025-08-22 07:51:00,Billionaire Warren Buffett Sold 69% of Berkshire's Stake in Apple and Has Loaded Up on This Industry-Leading Stock for 4 Straight Quarters,136476467,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"The Oracle of Omaha is paring down his No. 1 holding, yet again, in favor of a company that's delivered a nearly 48,000% total return since it went public.",https://finnhub.io/api/news?id=e8e188c0ad3059e6099a6e54429a1a0668c28439de8808827a8dced673eb4c33
company,2025-08-22 05:00:02,IBM head of research on how quantum computing will change businesses,136476468,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,IBM's Alessandro Curioni says companies must act now to gain an edge from quantum computing.,https://finnhub.io/api/news?id=2bc8ddfcbb9c7ee49ef066106ef1d70077e630f55f9e2c01828995feadef7955
company,2025-08-22 04:34:41,Apple makes move sure to frustrate loyal customers,136476469,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Apple's services division is a huge moneymaker and the company is milking it for all it's worth.,https://finnhub.io/api/news?id=9099051383c0d494301133812162f480bc17fa1987c0999552108ee8c98e5f96
company,2025-08-22 02:40:00,The Visible Alpha AI Monitor Update: What's Next For AI?,136474705,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2151904577/image_2151904577.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"The Visible Alpha AI Monitor aggregates publicly traded US technology companies, providing a comprehensive measure of the current state and projected growth of the core AI industry.",https://finnhub.io/api/news?id=6fefae13e9d9825b6cf0023b8e57db778fe619013fbe6242efa6e859633469e7
company,2025-08-22 01:28:04,Meta makes huge cloud computing deal with Google: source,136476470,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Meta has made a cloud computing deal with Google worth more than $10 billion over the course of six years, a source close to the transaction told AFP Thursday.Google parent Alphabet's cloud computing business was on pace to bring in $50 billion over the course of the year, the company said in a recent earnings report.",https://finnhub.io/api/news?id=c16a5b49617a847ebffe2155701fc8c66b73d16b6238a4e45affc5c246c2d67f
company,2025-08-21 23:58:25,"Trump administration is not eyeing equity in TSMC, Micron, official says",136476471,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"WASHINGTON (Reuters) -The Trump administration is considering taking equity stakes in companies getting funds from the 2022 CHIPS Act but has no similar plans for bigger firms boosting U.S. investments, such as TSMC and Micron, a White House official told Reuters.  The official confirmed a Wall Street Journal report that the administration does not intend to seek equity stakes in semiconductor companies, such as Micron and TSMC, that plan to step up investment.",https://finnhub.io/api/news?id=d551c06b88c15bfad192c4d46a69b45d12c9af5300867d14d6d4d269e122b1e9
company,2025-08-21 23:24:41,Tracking Ray Dalio's Bridgewater Associates 13F Portfolio - Q2 2025 Update,136473977,,AAPL,SeekingAlpha,,https://finnhub.io/api/news?id=58c187a768f5bc4c3434410510e342c2b411f0a5ea7e700bddd565110013faf7
company,2025-08-21 20:51:51,Apple TV+ raises price: How it compares to other streamers,136471385,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Apple (AAPL) announced that it is increasing the price of its monthly Apple TV+ subscription to $12.99 from $9.99. Yahoo Finance Senior Reporter Allie Canal outlines the latest. To watch more expert insights and analysis on the latest market action, check out more Market Domination.",https://finnhub.io/api/news?id=b03246ffebdd3ef3ff764432e155270053b54056b6918dad3f61a6a5038b8309
company,2025-08-21 19:48:03,Sector Update: Tech Stocks Mixed Late Afternoon,136471386,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Tech stocks were mixed late Thursday afternoon, with the Technology Select Sector SPDR Fund (XLK) de",https://finnhub.io/api/news?id=eadc1191ef0ca5408a908a3fd8366dae9aa162ff05adb1a1a09ab7f66987593b
company,2025-08-21 18:01:00,Tech Is Getting Beat Up. But This Isn’t 2000 All Over Again.,136471366,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"The Mag seven and other Wall Street darlings have pulled back. But Wall Street considers it a healthy reset, not a sign of impending doom.",https://finnhub.io/api/news?id=3f5ede721e13c4d09c549f09d9b00b92cedae85be2207e38c2d2121453b5ec3a
company,2025-08-21 17:31:11,From Defense to Dollars: The Government's Play to Rebuild the Domestic Rare Earths Supply Chain,136469617,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"MP Materials (NYSE:MP) said it has entered a public-private partnership with the U.S. Department of Defense to shore up critically-important American rare earth supplies. Las Vegas based MP operates the only fully integrated rare earth mining and processing facility in the country. California's Mountain Pass mine is the second largest rare earth mine in the world, bought when MP was founded in 2017. DoD agreed to buy $400 million in new preferred shares, convertible into common stock, and will r",https://finnhub.io/api/news?id=acd25ec5a21a40162307715f5647b060cdb5613b0558a65d32c71499663f6ff9
company,2025-08-21 17:14:46,"Latest Fed cut signals, pharma relief rally, Apple TV+ price hike",136471389,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Yahoo Finance's John Hyland outlines three of the top stories on Wall Street as part of the Market Minute. Federal Reserve Bank of Cleveland President and CEO Beth Hammack tells Yahoo Finance at the Jackson Hole Economic Policy Symposium she wouldn't vote to cut interest rates if the central bank were to hold its policy meeting tomorrow. Pharmaceutical stocks like Teva Pharmaceutical (TEVA), Pfizer (PFE), and Eli Lilly (LLY), pop after the newly released details about the US-EU trade deal were better-than-feared for the industry. Apple (AAPL) lifts the price of its Apple TV+ subscription by 30% to $12.99 monthly. Stay up to date on the latest market action, minute-by-minute, with Yahoo Finance's Market Minute.",https://finnhub.io/api/news?id=c63bf466a0cc03c9076b93c0386cd28383476ecfc874d2d33ab9e8f8059db064
company,2025-08-21 16:40:55,Apple boosts subscription price for TV+ to $12.99,136467443,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"The ad-free streaming service will now cost $12.99 per month, up from $9.99 earlier, for new subscribers in the U.S. and select international markets, Apple said in a statement.  The annual subscription price remains unchanged, as does the pricing for Apple One, which bundles Apple TV+ with services such as iCloud and Apple Music, among others.  Apple TV+ is known for psychological thriller 'Severance',  which garnered 27 Emmy Award nominations this year, and popular original shows such as 'Ted Lasso' and 'The Morning Show'.",https://finnhub.io/api/news?id=0ad98bf815d9261343e5058e6ef65fb7930c28d057369967ec2fb8bb5c16d758
company,2025-08-21 16:21:59,Steve Jobs didn’t actually become a billionaire thanks to leading Apple—but rather from his work with a film company he bought off George Lucas,136471390,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Steve Jobs’ $10 million bet on Pixar turned him into a billionaire, long before the introduction of the iPhone.",https://finnhub.io/api/news?id=4dbcfa0579d47a0038317eb50d9c07a55e28572c8507f39a6197cbd85d0a5e06
company,2025-08-21 16:08:16,Apple TV+ is raising its subscription price by 30%,136467444,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Apple TV+ is raising its price by 30%, following the path of many streamers who have increased their subscription costs.",https://finnhub.io/api/news?id=9d1366b5177f31f3ced782b616f267b3eeeb521b09ea2105d3addabfc5c09be9
company,2025-08-21 16:04:22,Apple TV+ price jumps 30% to $12.99 monthly,136471391,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,The updated price is effective for new customers starting Thursday and will affect current subscribers 30 days after their next renewal date.,https://finnhub.io/api/news?id=0eee7c6f7031e118658561b2ad01f1dd520d6eb3b1ffdb19aeb317e81b9d9519
company,2025-08-21 16:02:46,"Apple iPhone Shamed By Folding, AI-Enabled Smartphones",136487742,,AAPL,DowJones,"Apple iPhone Shamed By Folding, AI-Enabled Smartphones",https://finnhub.io/api/news?id=3c5b9736a8ddd7b478eb4827eaf524e3f0f9009c1fac9713830b0db545d88981
company,2025-08-21 16:01:19,Xiaomi Beat Apple. Now It's Taking on Tesla,136471392,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Chinese smartphone giant Xiaomi succeeded where Apple failed by launching its own electric car. Now, the tech company is betting big on EVs and setting its sights on Tesla.",https://finnhub.io/api/news?id=f45ccd64c8f1b4500bb67755c5d33da4912f326beb24bc813d325e717ea912c9
company,2025-08-21 14:57:23,Walmart is still embarrassing Target: Opening Bid top takeaway,136467446,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Walmart continues to dominate rival Target.,https://finnhub.io/api/news?id=49911592d6ca81e7965e6277cb47139cb2a59e770f6465757092aca503ea1395
company,2025-08-21 14:30:00,Google’s New Pixel 10 Smartphone Is an Embarrassment for Apple,136467319,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Google used the Pixel 10 launch to take potshots at Apple, which has repeatedly delayed AI updates to Siri, its digital assistant.",https://finnhub.io/api/news?id=6afb25b8173ef6e702bb47ddecc16e44177308bf428352c65b6b039da1c6e357
company,2025-08-21 14:00:00,How crypto’s top lobbyist persuaded lawmakers—and President Trump—to embrace the blockchain industry,136467448,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Longtime D.C. veteran Kristin Smith on crypto’s political crusade and what comes next.,https://finnhub.io/api/news?id=e2e8e30704778d33604c44bca9669ee796e8b969d6febbba7071d236bdad8ce4
company,2025-08-21 13:46:18,The No. 1 Stock Pick for Retirees Is Apple — How Much You Need To Invest,136467449,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Is Apple alone enough to fund your nest egg? How much would you need to invest to reach your retirement goals?,https://finnhub.io/api/news?id=fe2e9780569e9c4524dcf38adf5b6773332ba14c14add2ce4af781dfe70be786
company,2025-08-21 13:26:00,"Stock Market News for Aug 21, 2025",136467450,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Wall Street closed lower on Wednesday, pulled down by tech and discretionary stocks.",https://finnhub.io/api/news?id=0b4639a1551c3aa1427dab03489dcf37d6eac7af0c0aeb4cd51e56d04679bb4c
company,2025-08-21 13:00:00,Cintas Corporation Recognized as One of Selling Power’s 60 Best Companies to Sell For in 2025,136467438,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"CINCINNATI, August 21, 2025--This marks the 20th consecutive year that Cintas has been recognized on this prestigious list.",https://finnhub.io/api/news?id=b8ee0e20cd1e64673ff6a96d8868cf9b46b8fc6748caf5287828d9a93d97bff0
company,2025-08-21 12:45:48,AUSF: The Must-Have Three-Factor ETF,136467272,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2176574609/image_2176574609.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"Discover why AUSF is a strong buy for long-term investors. Adaptive strategies, strong returns, and lower P/E make it a top choice for portfolio growth.",https://finnhub.io/api/news?id=42af454694d35f80f2bba23a4bf3b77a6658f23745cba7135b52c47805e96b10
company,2025-08-21 12:09:26,Apple Watch Import Fight Escalates With Masimo Lawsuit,136467452,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Medical tech firm challenges Customs' green light on devices,https://finnhub.io/api/news?id=b32968769e2d394c43084f93734f692f1ba2ed543ed221babe1ef93c937ab488
company,2025-08-21 12:09:12,"Warren Buffett's Modest Stake a Boost for UnitedHealth, But Work Left to be Done",136467453,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Berkshire Hathaway's (BRK.A, BRK.B) recent disclosure that it bought $1.6 billion of UnitedHealth Gr",https://finnhub.io/api/news?id=0dde0e0c14733dd4fe1015d8866701fc4f558f2ddbaeaef8d431d5ed86aeaeec
company,2025-08-21 11:00:02,Long Call Butterfly Trade Ideas for August 21st,136467440,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"The screener shows some interesting long call butterfly trades on popular stocks such NVDA, AAPL, MSFT, TSLA and UNH.",https://finnhub.io/api/news?id=0b302f14c19efa26e83fb125ee455a123589c9d6171c2a789bd45761fc4d8b39
company,2025-08-21 10:30:00,AI Fatigue Hits Tech Biggies: Inverse ETFs in Focus,136454751,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"AI stocks stumbled this week, short sellers won big. Inverse ETFs like SQQQ, TECS, BERZ & QID shone as investors hedged against the AI trade.",https://finnhub.io/api/news?id=9c6b2c769a8212f28b5da2ae577ab595f8ad5431fb3d93e93c5445abeb9469bd
company,2025-08-21 10:10:00,Hartford Capital Appreciation Fund Q2 2025 Commentary,136457522,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2202413157/image_2202413157.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,Hartford Capital Appreciation Fund (I Share) underperformed the Russell 3000 Index during the quarter. Read more here.,https://finnhub.io/api/news?id=9adba1f03da819bb814fa2a1536c39a379db9f75183d0032f41492f3ccb063ff
company,2025-08-21 10:00:00,Hartford Dividend And Growth Fund Q2 2025 Commentary,136456911,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2182036952/image_2182036952.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,Hartford Dividend and Growth Fund (I Share) underperformed the S&P 500 Index for the quarter. Read more here.,https://finnhub.io/api/news?id=d9c287141d746b4095a605da55dbd8ef1e485ad1716564cc1d5ef0af54b1bf27
company,2025-08-21 09:53:23,Lower-than-expected UK borrowing offers relief to Reeves as budget looms,136452149,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Public sector net borrowing fell to £1.1bn last month, offering some relief to the chancellor.",https://finnhub.io/api/news?id=efbcbbeef6091e68ccfdf680d10c150be1668bae7bd86d92c895186986eefe8b
company,2025-08-21 09:48:00,Trump Wins... So Far - July Dividend Income Report,136456019,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1341631834/image_1341631834.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"Telus spun off its wireless tower infrastructure operations and created Terrion, now Canadaâs largest dedicated wireless tower operator. Click to read.",https://finnhub.io/api/news?id=322fdd72d42839966d5170dec556937b05f85927e44734ef396e8be1f847153a
company,2025-08-21 09:30:00,Foxconn unit invests US$30 million in Hong Kong-based Robocore,136467456,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"A unit of Foxconn Technology Group, the world's largest electronics contract manufacturer, is investing US$30 million in Hong Kong-based Robocore Technology, marking the Taiwanese company's foray into the smart robotics market. Foxconn Technology - an independently listed firm in Taipei that is 9.88 per cent owned by the Apple and Nvidia supplier - made the investment as part of the recently completed Series D funding round of Robocore, which is headquartered in the Hong Kong Science Park. ""This",https://finnhub.io/api/news?id=a7b761ecc1015f3bed20110e68dd85372349904b29f3232d1e7fdad1395f44be
company,2025-08-21 09:30:00,"1 Unstoppable Stock That Could Join Nvidia, Microsoft, and Apple in the $3 Trillion Club",136452126,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Alphabet doesn't receive the respect that other big tech companies do.,https://finnhub.io/api/news?id=ab18c7a45d1e47b925f0477017dc85bb51b7186740fbd0cb9875e79b09c9e3c4
company,2025-08-21 09:20:47,Markets Fall as Big Tech Slide Continues. Stock Futures Down With Eyes on Fed Summit.,136467442,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"Futures for the main stock indexes were falling after the so-called Magnificent Seven stocks slid for a second day on Wednesday.  The group of highly valued technology stocks–Amazon, Apple, Google-parent Alphabet, Microsoft, Facebook owner Meta Platforms, chip maker Nvidia, and electric vehicle maker Tesla–have been the driver of a broad pullback in the tech sector.  Cook said she won’t step down.",https://finnhub.io/api/news?id=2fc7b1a1069ec25f99c16596bcaaa7475c8273d381ae91e8b6f6db0c7a5bbaa4
company,2025-08-21 09:15:00,The Stock Market: Private Vices And Some Public Benefits,136453277,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/2219905629/image_2219905629.jpg?io=getty-c-w1536,AAPL,SeekingAlpha,"Informational warfare, not truth-seeking, dominates markets. Find out why stock markets prioritize trading over efficiency.",https://finnhub.io/api/news?id=a8e0aab56ef355f62a292094a66e9369f6c80785b6001a861bcb6e3208f79551
company,2025-08-21 09:15:00,Prediction: This Supercharged Artificial Intelligence (AI) Stock Will Be Worth More Than Apple and Microsoft Combined by 2030,136452128,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Nvidia's growth rate will be impressive over the next five years.,https://finnhub.io/api/news?id=e26a852ff6c499e1773af278d31b46ff7d07814dae72add122db58268bb4c5ce
company,2025-08-21 08:59:16,Masimo sues US Customs over Apple Watch imports,136452152,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"STORY: Medical monitoring technology company Masimo sued U.S. Customs and Border Protection on Wednesday.It's over a decision by the agency that's allowed Apple to import Apple Watches with blood-oxygen reading tech during a patent dispute between the companies.Masimo said in the lawsuit that Customs improperly determined that Apple can import watches with pulse oximetry technology, reversing its own decision from last year without any notification. Masimo told the court that it learned of the agency's August 1 decision only after Apple announced it would reintroduce blood-oxygen reading to its watches last week.Spokespeople for Apple and Customs did not immediately respond to requests for comment.A Masimo spokesperson declined to comment.The California-based medical tech firm has accused Apple of hiring away its employees.As well as stealing its pulse oximetry technology to use in its watches. Masimo has separately sued Apple for patent infringement and trade secret theft in ongoing federal court cases.It convinced the U.S. International Trade Commission to block imports of Apple's Series 9 and Ultra 2 smartwatches in 2023.That was based on a determination that Apple's technology for reading blood oxygen levels infringed Masimo's patents.",https://finnhub.io/api/news?id=1777b4cb836cb9a563c805a5f8ebefa5b0f7dbde27c97f01952925ce9e24d3ac
company,2025-08-21 08:52:01,Bitcoin price rises ahead of Fed Jackson Hole speech,136452153,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,Federal Reserve chair Jerome Powell’s address at the Jackson Hole Economic Symposium on Friday could set the tone for markets heading into the autumn.,https://finnhub.io/api/news?id=76ef6d3456b02e5d30abd2d2e7e4d5f5638790601c722f75e6ca519644af3746
company,2025-08-21 08:10:26,Apple Expands India Push With New Store in Bangalore Next Month,136452154,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,AAPL,Yahoo,"The Bangalore outfit, located in the posh Phoenix Mall of Asia, will open for customers on Sept. 2, Apple said in a statement Thursday.  The Cupertino, California-headquartered company now runs two stores in India — a flagship shop in the country’s financial capital of Mumbai and a store in a southern Delhi mall.  Chief Executive Officer Tim Cook attended the openings of each in 2023.",https://finnhub.io/api/news?id=554e14c5a9714f80d0cbe522706bb3435035ca8c9ddc94d0588ee3bbd1f27136
